"region","zone","ethnic.group","residence","sex","population"
"gambela","nuwer","gumuz","rural","f",7
"gambela","nuwer","guragie","rural","f",0
"gambela","nuwer","guagu","rural","f",0
"gambela","nuwer","hadiya","rural","f",0
"gambela","nuwer","hareri","rural","f",0
"gambela","nuwer","hamer","rural","f",0
"gambela","nuwer","irob","rural","f",0
"gambela","nuwer","kefficho","rural","f",0
"gambela","nuwer","kembata","rural","f",0
"gambela","nuwer","konta","rural","f",0
"gambela","nuwer","komo","rural","f",0
"gambela","nuwer","konso","rural","f",0
"gambela","nuwer","kore","rural","f",0
"gambela","nuwer","koyego","rural","f",0
"gambela","nuwer","kunama","rural","f",0
"gambela","nuwer","karo","rural","f",0
"gambela","nuwer","kusumie","rural","f",0
"gambela","nuwer","malie","rural","f",0
"gambela","nuwer","mao","rural","f",0
"gambela","nuwer","mareko","rural","f",0
"gambela","nuwer","mashola","rural","f",9
"gambela","nuwer","mere","rural","f",0
"gambela","nuwer","me-enite","rural","f",0
"gambela","nuwer","messengo","rural","f",0
"gambela","nuwer","mejenger","rural","f",1
"gambela","nuwer","mossiye","rural","f",0
"gambela","nuwer","mursi","rural","f",0
"gambela","nuwer","murle","rural","f",1
"gambela","nuwer","nao","rural","f",10
"gambela","nuwer","nuwer","rural","f",44673
"gambela","nuwer","nyangatom","rural","f",8
"gambela","nuwer","oromo","rural","f",1
"gambela","nuwer","oida","rural","f",1
"gambela","nuwer","qebena","rural","f",0
"gambela","nuwer","qechem","rural","f",0
"gambela","nuwer","qewama","rural","f",0
"gambela","nuwer","shekecho","rural","f",2
"gambela","nuwer","sheko","rural","f",0
"gambela","nuwer","shinasha","rural","f",1
"gambela","nuwer","sidama","rural","f",580
"gambela","nuwer","silte","rural","f",1
"gambela","nuwer","somalie","rural","f",0
"gambela","nuwer","surma","rural","f",0
"gambela","nuwer","she","rural","f",0
"gambela","nuwer","tigrie","rural","f",1
"gambela","nuwer","timebaro","rural","f",0
"gambela","nuwer","tsemay","rural","f",0
"gambela","nuwer","upo","rural","f",0
"gambela","nuwer","welaita","rural","f",3
"gambela","nuwer","werji","rural","f",0
"gambela","nuwer","yem","rural","f",0
"gambela","nuwer","zeyese","rural","f",0
"gambela","nuwer","zelmam","rural","f",0
"gambela","nuwer","other.ethiopian.national","rural","f",0
"gambela","nuwer","from.different.parents","rural","f",0
"gambela","nuwer","eritrean","rural","f",0
"gambela","nuwer","djiboutian","rural","f",0
"gambela","nuwer","somalian","rural","f",0
"gambela","nuwer","kenyan","rural","f",0
"gambela","nuwer","sudanese","rural","f",4
"gambela","nuwer","other.foreigners","rural","f",6
"gambela","mezhenger","affar","rural","f",44
"gambela","mezhenger","agew-awi","rural","f",7
"gambela","mezhenger","agew.hamyra","rural","f",29
"gambela","mezhenger","alaba","rural","f",8
"gambela","mezhenger","amhara","rural","f",5408
"gambela","mezhenger","anyiwak","rural","f",30
"gambela","mezhenger","argoba","rural","f",7
"gambela","mezhenger","ari","rural","f",7
"gambela","mezhenger","arborie","rural","f",0
"gambela","mezhenger","bacha","rural","f",0
"gambela","mezhenger","basketo","rural","f",0
"gambela","mezhenger","bench","rural","f",345
"gambela","mezhenger","berta","rural","f",0
"gambela","mezhenger","bodi","rural","f",9
"gambela","mezhenger","brayle","rural","f",1
"gambela","mezhenger","burji","rural","f",0
"gambela","mezhenger","bena","rural","f",2
"gambela","mezhenger","chara","rural","f",6
"gambela","mezhenger","dasenech","rural","f",0
"gambela","mezhenger","dawuro","rural","f",37
"gambela","mezhenger","debase-gewada","rural","f",22
"gambela","mezhenger","derashe","rural","f",1
"gambela","mezhenger","dime","rural","f",0
"gambela","mezhenger","dizi","rural","f",23
"gambela","mezhenger","donga","rural","f",0
"gambela","mezhenger","fedashe","rural","f",0
"gambela","mezhenger","gamo","rural","f",0
"gambela","mezhenger","gebato","rural","f",0
"gambela","mezhenger","gedeo","rural","f",0
"gambela","mezhenger","gedicho","rural","f",0
"gambela","mezhenger","gidole","rural","f",0
"gambela","mezhenger","goffa","rural","f",0
"gambela","mezhenger","gumuz","rural","f",0
"gambela","mezhenger","guragie","rural","f",42
"gambela","mezhenger","guagu","rural","f",0
"gambela","mezhenger","hadiya","rural","f",6
"gambela","mezhenger","hareri","rural","f",0
"gambela","mezhenger","hamer","rural","f",3
"gambela","mezhenger","irob","rural","f",0
"gambela","mezhenger","kefficho","rural","f",6899
"gambela","mezhenger","kembata","rural","f",12
"gambela","mezhenger","konta","rural","f",2
"gambela","mezhenger","komo","rural","f",0
"gambela","mezhenger","konso","rural","f",5
"gambela","mezhenger","kore","rural","f",2
"gambela","mezhenger","koyego","rural","f",0
"gambela","mezhenger","kunama","rural","f",1
"gambela","mezhenger","karo","rural","f",0
"gambela","mezhenger","kusumie","rural","f",13
"gambela","mezhenger","malie","rural","f",8
"gambela","mezhenger","mao","rural","f",0
"gambela","mezhenger","mareko","rural","f",3
"gambela","mezhenger","mashola","rural","f",6
"gambela","mezhenger","mere","rural","f",3
"gambela","mezhenger","me-enite","rural","f",123
"gambela","mezhenger","messengo","rural","f",5
"gambela","mezhenger","mejenger","rural","f",4988
"gambela","mezhenger","mossiye","rural","f",0
"gambela","mezhenger","mursi","rural","f",5
"gambela","mezhenger","murle","rural","f",17
"gambela","mezhenger","nao","rural","f",15
"gambela","mezhenger","nuwer","rural","f",545
"gambela","mezhenger","nyangatom","rural","f",12
"gambela","mezhenger","oromo","rural","f",1948
"gambela","mezhenger","oida","rural","f",0
"gambela","mezhenger","qebena","rural","f",0
"gambela","mezhenger","qechem","rural","f",2
"gambela","mezhenger","qewama","rural","f",0
"gambela","mezhenger","shekecho","rural","f",3477
"gambela","mezhenger","sheko","rural","f",152
"gambela","mezhenger","shinasha","rural","f",1
"gambela","mezhenger","sidama","rural","f",4
"gambela","mezhenger","silte","rural","f",11
"gambela","mezhenger","somalie","rural","f",2
"gambela","mezhenger","surma","rural","f",0
"gambela","mezhenger","she","rural","f",0
"gambela","mezhenger","tigrie","rural","f",775
"gambela","mezhenger","timebaro","rural","f",0
"gambela","mezhenger","tsemay","rural","f",0
"gambela","mezhenger","upo","rural","f",0
"gambela","mezhenger","welaita","rural","f",30
"gambela","mezhenger","werji","rural","f",0
"gambela","mezhenger","yem","rural","f",25
"gambela","mezhenger","zeyese","rural","f",0
"gambela","mezhenger","zelmam","rural","f",0
"gambela","mezhenger","other.ethiopian.national","rural","f",158
"gambela","mezhenger","from.different.parents","rural","f",2
"gambela","mezhenger","eritrean","rural","f",0
"gambela","mezhenger","djiboutian","rural","f",0
"gambela","mezhenger","somalian","rural","f",0
"gambela","mezhenger","kenyan","rural","f",0
"gambela","mezhenger","sudanese","rural","f",0
"gambela","mezhenger","other.foreigners","rural","f",0
"gambela","etang","affar","rural","f",1
"gambela","etang","agew-awi","rural","f",0
"gambela","etang","agew.hamyra","rural","f",9
"gambela","etang","alaba","rural","f",8
"gambela","etang","amhara","rural","f",17
"gambela","etang","anyiwak","rural","f",4471
"gambela","etang","argoba","rural","f",0
"gambela","etang","ari","rural","f",0
"gambela","etang","arborie","rural","f",0
"gambela","etang","bacha","rural","f",0
"gambela","etang","basketo","rural","f",0
"gambela","etang","bench","rural","f",0
"gambela","etang","berta","rural","f",0
"gambela","etang","bodi","rural","f",1
"gambela","etang","brayle","rural","f",1
"gambela","etang","burji","rural","f",0
"gambela","etang","bena","rural","f",0
"gambela","etang","chara","rural","f",0
"gambela","etang","dasenech","rural","f",0
"gambela","etang","dawuro","rural","f",0
"gambela","etang","debase-gewada","rural","f",0
"gambela","etang","derashe","rural","f",0
"gambela","etang","dime","rural","f",0
"gambela","etang","dizi","rural","f",0
"gambela","etang","donga","rural","f",0
"gambela","etang","fedashe","rural","f",0
"gambela","etang","gamo","rural","f",0
"gambela","etang","gebato","rural","f",0
"gambela","etang","gedeo","rural","f",1
"gambela","etang","gedicho","rural","f",0
"gambela","etang","gidole","rural","f",0
"gambela","etang","goffa","rural","f",0
"gambela","etang","gumuz","rural","f",0
"gambela","etang","guragie","rural","f",1
"gambela","etang","guagu","rural","f",0
"gambela","etang","hadiya","rural","f",1
"gambela","etang","hareri","rural","f",0
"gambela","etang","hamer","rural","f",0
"gambela","etang","irob","rural","f",0
"gambela","etang","kefficho","rural","f",2
"gambela","etang","kembata","rural","f",0
"gambela","etang","konta","rural","f",0
"gambela","etang","komo","rural","f",0
"gambela","etang","konso","rural","f",0
"gambela","etang","kore","rural","f",0
"gambela","etang","koyego","rural","f",0
"gambela","etang","kunama","rural","f",0
"gambela","etang","karo","rural","f",0
"gambela","etang","kusumie","rural","f",0
"gambela","etang","malie","rural","f",0
"gambela","etang","mao","rural","f",1
"gambela","etang","mareko","rural","f",2
"gambela","etang","mashola","rural","f",0
"gambela","etang","mere","rural","f",0
"gambela","etang","me-enite","rural","f",0
"gambela","etang","messengo","rural","f",1
"gambela","etang","mejenger","rural","f",0
"gambela","etang","mossiye","rural","f",0
"gambela","etang","mursi","rural","f",0
"gambela","etang","murle","rural","f",0
"gambela","etang","nao","rural","f",2
"gambela","etang","nuwer","rural","f",8936
"gambela","etang","nyangatom","rural","f",3
"gambela","etang","oromo","rural","f",12
"gambela","etang","oida","rural","f",0
"gambela","etang","qebena","rural","f",0
"gambela","etang","qechem","rural","f",0
"gambela","etang","qewama","rural","f",0
"gambela","etang","shekecho","rural","f",0
"gambela","etang","sheko","rural","f",0
"gambela","etang","shinasha","rural","f",0
"gambela","etang","sidama","rural","f",29
"gambela","etang","silte","rural","f",0
"gambela","etang","somalie","rural","f",0
"gambela","etang","surma","rural","f",0
"gambela","etang","she","rural","f",0
"gambela","etang","tigrie","rural","f",3
"gambela","etang","timebaro","rural","f",3
"gambela","etang","tsemay","rural","f",0
"gambela","etang","upo","rural","f",475
"gambela","etang","welaita","rural","f",0
"gambela","etang","werji","rural","f",0
"gambela","etang","yem","rural","f",0
"gambela","etang","zeyese","rural","f",0
"gambela","etang","zelmam","rural","f",0
"gambela","etang","other.ethiopian.national","rural","f",0
"gambela","etang","from.different.parents","rural","f",1
"gambela","etang","eritrean","rural","f",0
"gambela","etang","djiboutian","rural","f",0
"gambela","etang","somalian","rural","f",0
"gambela","etang","kenyan","rural","f",0
"gambela","etang","sudanese","rural","f",834
"gambela","etang","other.foreigners","rural","f",8
