"region","zone","language","residence","sex","population"
"oromiya","ilu.aba.bora","bertagna","urban","m",2
"oromiya","ilu.aba.bora","bodigna","urban","m",1
"oromiya","ilu.aba.bora","brayligna","urban","m",3
"oromiya","ilu.aba.bora","burjigna","urban","m",2
"oromiya","ilu.aba.bora","benagna","urban","m",4
"oromiya","ilu.aba.bora","charigna","urban","m",1
"oromiya","ilu.aba.bora","dasenechgna","urban","m",0
"oromiya","ilu.aba.bora","dawurogna","urban","m",14
"oromiya","ilu.aba.bora","debosgna","urban","m",4
"oromiya","ilu.aba.bora","derashigna","urban","m",0
"oromiya","ilu.aba.bora","dimegna","urban","m",0
"oromiya","ilu.aba.bora","dizigna","urban","m",0
"oromiya","ilu.aba.bora","dongigna","urban","m",6
"oromiya","ilu.aba.bora","demegna","urban","m",3
"oromiya","ilu.aba.bora","felashigna","urban","m",5
"oromiya","ilu.aba.bora","fedashigna","urban","m",1
"oromiya","ilu.aba.bora","gamogna","urban","m",7
"oromiya","ilu.aba.bora","gebatogna","urban","m",0
"oromiya","ilu.aba.bora","gedeogna","urban","m",0
"oromiya","ilu.aba.bora","gedichogna","urban","m",1
"oromiya","ilu.aba.bora","gedoligna","urban","m",2
"oromiya","ilu.aba.bora","goffigna","urban","m",2
"oromiya","ilu.aba.bora","gumuzigna","urban","m",3
"oromiya","ilu.aba.bora","guragiegna","urban","m",1179
"oromiya","ilu.aba.bora","guagugna","urban","m",9
"oromiya","ilu.aba.bora","hadiyigna","urban","m",40
"oromiya","ilu.aba.bora","hareriegna","urban","m",0
"oromiya","ilu.aba.bora","hamerigna","urban","m",0
"oromiya","ilu.aba.bora","irobigna","urban","m",2
"oromiya","ilu.aba.bora","keffagna","urban","m",133
"oromiya","ilu.aba.bora","kembatigna","urban","m",27
"oromiya","ilu.aba.bora","kontigna","urban","m",3
"oromiya","ilu.aba.bora","komigna","urban","m",0
"oromiya","ilu.aba.bora","konsogna","urban","m",3
"oromiya","ilu.aba.bora","koregna","urban","m",7
"oromiya","ilu.aba.bora","koygogna","urban","m",2
"oromiya","ilu.aba.bora","koyrigna","urban","m",0
"oromiya","ilu.aba.bora","kunamigna","urban","m",2
"oromiya","ilu.aba.bora","karogna","urban","m",0
"oromiya","ilu.aba.bora","kusumegna","urban","m",4
"oromiya","ilu.aba.bora","maliegna","urban","m",30
"oromiya","ilu.aba.bora","maogna","urban","m",18
"oromiya","ilu.aba.bora","marekogna","urban","m",5
